Temp,Windspeed,Wind direction,Atmospheric,Insolation,Rain,SIS11A_12.5-X,SIS11A_13.0-X,SIS11A_13.5-X,SIS11A_14.0-X,SIS11A_14.5-X,SIS11A_15.0-X,SIS11A_15.5-X,SIS11A_16.0-X,SIS11A_16.5-X,SIS11A_17.0-X,SIS11A_17.5-X,SIS11A_18.0-X,SIS20_15.0-X,SIS20_15.5-X,SIS20_16.0-X,SIS20_16.5-X,SIS20_17.0-X,SIS20_17.5-X,SIS20_18.0-X,SIS20_18.5-X,SIS20_19.0-X,SIS20_19.5-X,SIS20_20.0-X,SIS20_20.5-X
25.2,0.2,180,849.5,0,0,187.2619934,187.0480042,190.7350006,191.4700012,191.0700073,162.6629944,-8.626000404,-25.11199951,-16.72800064,-17.33499908,-7.972000122,-1.536000013,187.6959991,183.8609924,182.6139984,167.1920013,132.473999,50.56200027,19.89599991,8.30300045,6.525000095,1.105000019,4.44299984,-0.389999986
26.7,0.5,235,846.4,10,0,187.2980042,187.0809937,190.7819977,191.5310059,191.0800018,162.7550049,-8.565999985,-25.11499977,-16.72400093,-17.2689991,-7.897999763,-1.516000032,187.677002,183.8079987,182.5180054,167.1629944,132.3699951,50.49499893,19.8239994,8.248000145,6.504000187,1.067999959,4.480999947,-0.381999999
27.6,0.5,259,852.4,38,0,187.1490021,186.8869934,190.5980072,191.3619995,190.9989929,162.6519928,-8.661999702,-25.18400002,-16.79700089,-17.35099983,-7.953999996,-1.514000058,187.7400055,183.8560028,182.5140076,167.2079926,132.4279938,50.51399994,19.82999992,8.215000153,6.368999958,0.973999977,4.407000065,-0.446999997
27.9,1.2,248,845.8,12,0,187.1320038,186.9259949,190.6499939,191.3939972,190.9810028,162.5679932,-8.748000145,-25.27700043,-16.87000084,-17.34499931,-8.026000023,-1.542999983,187.7290039,183.8450012,182.5749969,167.1920013,132.4649963,50.52700043,19.78800011,8.243000031,6.426000118,1.013000011,4.418000221,-0.430999994
28.7,0.8,249,845.6,22,0,187.2140045,186.9720001,190.7579956,191.5310059,191.0670013,162.6459961,-8.671999931,-25.21100044,-16.88500023,-17.37000084,-8.003000259,-1.58099997,187.8690033,183.8690033,182.5950012,167.1840057,132.4140015,50.51900101,19.81200027,8.192000389,6.362999916,0.989000022,4.34499979,-0.455000013
28.1,0.4,42,840.5,11,0,187.1900024,186.9530029,190.6750031,191.4869995,191.0650024,162.6300049,-8.713999748,-25.23900032,-16.79599953,-17.4109993,-8.059000015,-1.585999966,187.701004,183.8320007,182.5410004,167.1840057,132.4179993,50.51100159,19.80500031,8.291000366,6.493000031,1.083999991,4.449999809,-0.437999994
26.5,0.6,329,850.8,2,0,187.1529999,186.871994,190.5650024,191.3630066,190.9680023,162.5639954,-8.732999802,-25.24399948,-16.85300064,-17.40500069,-8.027000427,-1.562999964,187.7339935,183.8789978,182.5500031,167.1699982,132.4109955,50.45600128,19.8239994,8.206999779,6.429999828,0.981999993,4.402999878,-0.442000002
26.2,1.2,29,840.5,4,0,187.4320068,187.2059937,190.8760071,191.6410065,191.1730042,162.7720032,-8.57199955,-25.11800003,-16.76300049,-17.3560009,-8.012999535,-1.575000048,187.8300018,183.8950043,182.5509949,167.2669983,132.5350037,50.5929985,19.90299988,8.276000023,6.477000237,1.074000001,4.46999979,-0.386999995
26.3,0.7,38,841.2,4,0,187.5279999,187.2319946,190.9440002,191.7339935,191.3150024,162.9519958,-8.390999794,-24.95400047,-16.68000031,-17.29700089,-7.977000237,-1.536000013,187.723999,183.875,182.572998,167.2610016,132.4550018,50.54899979,19.83699989,8.199000359,6.385000229,0.995999992,4.352000237,-0.467999995
25.4,0.8,18,850.5,0,0,187.125,186.845993,190.5690002,191.3890076,190.9100037,162.6029968,-8.706000328,-25.1970005,-16.86899948,-17.34499931,-7.992000103,-1.508000016,187.7619934,183.8670044,182.6080017,167.2740021,132.4920044,50.52000046,19.84900093,8.187000275,6.385000229,0.95599997,4.318999767,-0.465000004
25,0.4,97,846.6,0,0,187.1779938,186.9420013,190.6529999,191.4129944,190.973999,162.654007,-8.75,-25.20599937,-16.77599907,-17.3390007,-7.993999958,-1.590000033,187.7890015,183.8829956,182.6230011,167.1600037,132.4069977,50.50799942,19.83399963,8.269000053,6.447999954,1.031000018,4.377999783,-0.490999997
24.6,0.5,92,845.6,0,0,187.3860016,187.1349945,190.8470001,191.5809937,191.1179962,162.7810059,-8.586000443,-25.16900063,-16.78000069,-17.32299995,-8.001999855,-1.521000028,187.9029999,183.9960022,182.7070007,167.2799988,132.5299988,50.56299973,19.85000038,8.229999542,6.467999935,1.100999951,4.445000172,-0.465000004
24.2,0.5,65,848,0,0,187.3910065,187.0970001,190.8509979,191.602005,191.1199951,162.7899933,-8.659000397,-25.18600082,-16.7689991,-17.32699966,-8.057999611,-1.582999945,188.0930023,184.3000031,182.9369965,167.5780029,132.8609924,50.86700058,20.06500053,8.303999901,6.480999947,1.082000017,4.488999844,-0.381999999
24.2,0.5,87,844.3,0,0,187.5070038,187.2149963,190.9369965,191.6999969,191.2100067,162.8399963,-8.618000031,-25.11499977,-16.79999924,-17.34499931,-8.024999619,-1.572999954,187.654007,183.798996,182.6069946,167.1990051,132.4649963,50.47399902,19.74600029,8.152999878,6.360000134,0.973999977,4.346000195,-0.460000008
24.3,0.3,91,843.3,0,0,187.6620026,187.3959961,191.1300049,191.8919983,191.4389954,163.0570068,-8.423000336,-24.97900009,-16.6609993,-17.23800087,-7.93599987,-1.476999998,187.6640015,183.8009949,182.5119934,167.1300049,132.3580017,50.40299988,19.65399933,8.083000183,6.321000099,0.93900001,4.234000206,-0.563000023
23.9,0.4,123,845.9,0,0,187.4579926,187.2279968,191.0449982,191.8390045,191.3950043,163.0110016,-8.418999672,-25.01600075,-16.81100082,-17.34300041,-8.008999825,-1.542000055,187.7440033,183.8730011,182.6640015,167.3240051,132.5540009,50.56900024,19.8029995,8.206999779,6.372000217,0.972000003,4.370999813,-0.469999999
24,0.7,44,850.5,0,0,187.4259949,187.2050018,190.8950043,191.6470032,191.1869965,162.8450012,-8.657999992,-25.16699982,-16.95999908,-17.44300079,-8.074999809,-1.532999992,187.6849976,183.8390045,182.5939941,167.2200012,132.4989929,50.56800079,19.73200035,8.208999634,6.43599987,1.042000055,4.381000042,-0.433999985
23.4,0.4,140,847.4,0,0,187.548996,187.2019958,190.9049988,191.7070007,191.2339935,162.8569946,-8.67800045,-25.20199966,-16.79899979,-17.35199928,-7.979000092,-1.610999942,187.8820038,184.0209961,182.779007,167.3600006,132.5509949,50.59500122,19.87000084,8.31099987,6.526000023,1.136000037,4.498000145,-0.377000004
23.3,0.2,102,846.1,0,0,187.2180023,186.9949951,190.7350006,191.496994,191.1100006,162.7709961,-8.699000359,-25.19000053,-16.73699951,-17.33399963,-8.055999756,-1.60800004,187.7339935,183.8699951,182.6600037,167.3529968,132.6179962,50.64699936,19.8939991,8.336999893,6.52699995,1.077000022,4.429999828,-0.36500001
23.2,0.3,73,849.7,0,0,187.3009949,187.098999,190.8000031,191.5670013,191.177002,162.8509979,-8.652999878,-25.18600082,-16.79400063,-17.28800011,-8.029999733,-1.521999955,188,184.0919952,182.8200073,167.4960022,132.7089996,50.73699951,19.98699951,8.392000198,6.603000164,1.128999949,4.448999882,-0.391000003
23.2,0.2,67,845.1,0,0,187.7400055,187.5330048,191.276001,192.0099945,191.5449982,163.1999969,-8.378000259,-24.94400024,-16.69300079,-17.33300018,-8.008000374,-1.600999951,187.8999939,184.0370026,182.7940063,167.4539948,132.6419983,50.70999908,19.94300079,8.373999596,6.583000183,1.146999955,4.440000057,-0.469999999
23.4,0.2,222,845.1,0,0,187.496994,187.2109985,190.9080048,191.6999969,191.3070068,163.0010071,-8.567000389,-25.11899948,-16.78199959,-17.33300018,-8.038000107,-1.565999985,187.7359924,183.8789978,182.6239929,167.2749939,132.5249939,50.55699921,19.77400017,8.230999947,6.420000076,1.008000016,4.355000019,-0.476000011
23.3,0.2,319,843.3,0,0,187.4290009,187.1679993,190.9250031,191.6990051,191.246994,162.9609985,-8.56000042,-25.15800095,-16.72200012,-17.34199905,-8.012000084,-1.527999997,188.0180054,184.0460052,182.8040009,167.4980011,132.7039948,50.63499832,19.87000084,8.284999847,6.493000031,1.001999974,4.380000114,-0.492000014
23.4,0.2,188,845.2,0,0,187.5189972,187.246994,190.9750061,191.7579956,191.2920074,162.9730072,-8.644000053,-25.13400078,-16.87899971,-17.4260006,-8.107000351,-1.588999987,187.9620056,184.0330048,182.720993,167.4250031,132.595993,50.58399963,19.86199951,8.270000458,6.43900013,0.907999992,4.340000153,-0.449000001
25.3,0.3,194,847.9,18,0,187.5670013,187.3269958,190.9989929,191.7769928,191.3289948,163.0740051,-8.517000198,-25.06599998,-16.70400047,-17.28499985,-7.906000137,-1.546000004,188.1970062,184.3240051,183.0700073,167.7389984,133.0019989,50.96900177,20.20299911,8.480999947,6.65199995,1.161999941,4.513999939,-0.36500001
25.4,0.9,254,843.8,23,0,187.5269928,187.2720032,190.9960022,191.7740021,191.3670044,163.0639954,-8.557999611,-25.08200073,-16.65099907,-17.20999908,-7.899000168,-1.516000032,187.7460022,183.9629974,182.5630035,167.2200012,132.4750061,50.49900055,19.84399986,8.229999542,6.423999786,0.95599997,4.327000141,-0.499000013
25.8,1.6,250,845.1,17,0,187.647995,187.3549957,191.1239929,191.8670044,191.4179993,163.1410065,-8.475000381,-25.05599976,-16.7670002,-17.34399986,-7.965000153,-1.532999992,187.9929962,184.154007,182.8789978,167.5529938,132.7899933,50.79700089,20.09300041,8.467000008,6.681000233,1.190000057,4.517000198,-0.342999995
26.1,1.1,256,846.4,3,0,187.5169983,187.2220001,190.9299927,191.6750031,191.2310028,162.9170074,-8.69699955,-25.18099976,-16.72999954,-17.27400017,-7.920000076,-1.470000029,187.897995,184.0610046,182.7429962,167.4210052,132.6710052,50.6269989,19.88800049,8.31099987,6.519999981,1.011000037,4.34100008,-0.416999996
27.1,1.1,261,839,5,1.5,187.6260071,187.3329926,191.0590057,191.8329926,191.4230042,163.1309967,-8.512000084,-25.06699944,-16.69799995,-17.31800079,-7.922999859,-1.559999943,187.9889984,184.1649933,182.8560028,167.4790039,132.7559967,50.65399933,19.95599937,8.32199955,6.519000053,1.06099999,4.373000145,-0.444999993
25.2,0.7,204,847.5,1,1,187.7689972,187.4909973,191.2059937,191.8769989,191.4779968,163.1699982,-8.423000336,-24.97500038,-16.71899986,-17.35099983,-8.031000137,-1.532999992,187.7740021,183.9429932,182.6230011,167.2460022,132.4680023,50.42599869,19.71500015,8.161999702,6.44299984,1.041000009,4.385000229,-0.472000003
25.1,0.9,323,848.7,0,0,187.3650055,187.0460052,190.8950043,191.6940002,191.2630005,163.0059967,-8.708000183,-25.19799995,-16.75799942,-17.32900047,-8.006999969,-1.559999943,188.0440063,184.2259979,182.9089966,167.526001,132.727005,50.66600037,19.9489994,8.366999626,6.563000202,1.019000053,4.368000031,-0.474999994
24.4,0.9,341,842.1,0,0.2,187.5980072,187.276001,190.9669952,191.8040009,191.3690033,163.0480042,-8.661999702,-25.1609993,-16.72999954,-17.36199951,-8.052000046,-1.585999966,188.0980072,184.2740021,182.9839935,167.6809998,132.8609924,50.7859993,19.95299911,8.267000198,6.461999893,1.006999969,4.399000168,-0.44600001
24.2,1.1,319,846,1,0,187.4649963,187.2109985,190.9620056,191.7220001,191.3569946,163.052002,-8.694999695,-25.22400093,-16.85300064,-17.45800018,-8.116000175,-1.582000017,187.9429932,184.0630035,182.7949982,167.3760071,132.6000061,50.57799911,19.79000092,8.204000473,6.416999817,0.976000011,4.361000061,-0.453999996
22.6,1,45,852.4,0,0,187.8670044,187.6179962,191.3529968,192.1190033,191.6199951,163.3090057,-8.404999733,-24.99399948,-16.74500084,-17.36100006,-8.008000374,-1.547000051,187.8329926,184.0469971,182.8110046,167.4179993,132.6060028,50.56900024,19.81699944,8.295000076,6.565999985,1.054999948,4.375999928,-0.460000008
22,0.7,26,847.3,0,0,187.7140045,187.4539948,191.2160034,191.9609985,191.5050049,163.1909943,-8.543999672,-25.07699966,-16.79000092,-17.39999962,-8.019000053,-1.537999988,187.9190063,184.076004,182.7830048,167.4550018,132.6470032,50.61600113,19.82099915,8.251000404,6.387000084,0.884000003,4.313000202,-0.463999987
21.7,1.2,25,847.9,0,0,187.7519989,187.4799957,191.2120056,191.9499969,191.5379944,163.1620026,-8.642000198,-25.21199989,-16.81299973,-17.39800072,-7.999000072,-1.534000039,187.9620056,184.1649933,182.822998,167.4960022,132.7920074,50.71900177,19.95700073,8.298000336,6.500999928,1.06099999,4.445000172,-0.42899999
21.6,0.8,39,844,0,0,187.7799988,187.4909973,191.1269989,191.901001,191.5339966,163.1620026,-8.604000092,-25.22800064,-16.9090004,-17.46899986,-8.048999786,-1.593000054,188.029007,184.1179962,182.7709961,167.401001,132.6329956,50.59199905,19.84900093,8.237999916,6.467000008,1.003000021,4.401000023,-0.405000001
21.6,0.7,314,841.6,0,0,187.6130066,187.348999,191.0410004,191.7940063,191.3849945,163.0480042,-8.633000374,-25.20999908,-16.84000015,-17.41500092,-7.993000031,-1.529000044,187.7250061,183.9660034,182.6860046,167.3419952,132.5570068,50.46099854,19.68799973,8.170000076,6.401000023,0.903999984,4.329999924,-0.495999992
21.4,0.5,356,847.4,0,0,187.9830017,187.6829987,191.3339996,192.0769958,191.6119995,163.2709961,-8.503000259,-25.08499908,-16.76499939,-17.38599968,-8.038000107,-1.577000022,187.8650055,184.0169983,182.6809998,167.3580017,132.5440063,50.43399811,19.68600082,8.166999817,6.324999809,0.897000015,4.282000065,-0.521000028
21.5,0.7,260,844.8,0,0,187.6909943,187.3990021,191.1750031,191.9109955,191.4949951,163.1679993,-8.581999779,-25.20999908,-16.86899948,-17.4260006,-8.045999527,-1.527999997,188.0189972,184.0910034,182.7720032,167.4420013,132.6109924,50.57500076,19.85300064,8.265999794,6.434000015,0.976000011,4.427000046,-0.423999995
21.7,0.6,247,848.3,0,0,187.9920044,187.6970062,191.4620056,192.276001,191.7700043,163.4160004,-8.37100029,-24.92099953,-16.69599915,-17.27499962,-7.93599987,-1.491999984,187.8930054,184.0189972,182.7619934,167.4299927,132.6609955,50.54899979,19.77899933,8.213999748,6.416999817,0.957000017,4.355999947,-0.495000005
21.8,1,152,851.1,0,0,187.3040009,187,190.8090057,191.572998,191.2259979,162.9519958,-8.732999802,-25.2859993,-16.87999916,-17.45100021,-8.043000221,-1.592000008,187.8569946,184.0119934,182.7200012,167.3690033,132.6000061,50.45000076,19.6989994,8.152000427,6.392000198,0.913999975,4.297999859,-0.524999976
22,0.4,200,844.3,0,0,188.1239929,187.8049927,191.5359955,192.3509979,191.8439941,163.5480042,-8.277000427,-24.85000038,-16.62400055,-17.25300026,-7.901000023,-1.470000029,188.0249939,184.1609955,182.9019928,167.5870056,132.7259979,50.62400055,19.96299934,8.25399971,6.456999779,1.041000009,4.369999886,-0.423000008
21.7,0.3,245,845.6,0,0,187.7769928,187.4299927,191.1179962,191.9060059,191.470993,163.1260071,-8.699000359,-25.22999954,-16.7689991,-17.43899918,-8.093999863,-1.582999945,188.1150055,184.2440033,182.9230042,167.5240021,132.7369995,50.65000153,19.93600082,8.378000259,6.583000183,1.121999979,4.510000229,-0.379000008
21.6,0.6,91,850.1,0,0,187.6190033,187.2969971,191.0800018,191.8470001,191.3990021,163.0910034,-8.727000237,-25.30900002,-16.88899994,-17.44499969,-8.038000107,-1.544999957,187.7369995,183.9559937,182.6690063,167.2689972,132.4790039,50.41899872,19.72999954,8.163999557,6.409999847,0.984000027,4.381999969,-0.426999986
21.7,0.7,70,852.5,0,0,187.6360016,187.2949982,191.0690002,191.8609924,191.3619995,163.1139984,-8.73900032,-25.25200081,-16.85700035,-17.43499947,-8.06400013,-1.550999999,187.9140015,184.0429993,182.677002,167.3919983,132.5449982,50.49399948,19.78700066,8.229999542,6.409999847,0.957000017,4.372000217,-0.472000003
21.7,0.6,247,850.2,0,0,187.6759949,187.3829956,191.1369934,191.9129944,191.4880066,163.2160034,-8.659999847,-25.21500015,-16.89900017,-17.47699928,-8.06400013,-1.550999999,188.1340027,184.3240051,183.0140076,167.6410065,132.8139954,50.73099899,19.98999977,8.446000099,6.566999912,1.062999964,4.393000126,-0.486000001
21.7,0.8,316,844.9,0,0,187.7850037,187.423996,191.1410065,191.9069977,191.4620056,163.1670074,-8.736000061,-25.29700089,-16.87999916,-17.40600014,-8.005999565,-1.539999962,187.9360046,184.0630035,182.7599945,167.4250031,132.6790009,50.59700012,19.90699959,8.24600029,6.464000225,1.003000021,4.414999962,-0.444000006
21.9,0.8,45,847.4,0,0,187.6369934,187.3280029,191.0700073,191.8500061,191.427002,163.1009979,-8.668000221,-25.18300056,-16.81100082,-17.34000015,-7.96600008,-1.531999946,188.197998,184.3890076,183.0410004,167.6730042,132.927002,50.8429985,20.01000023,8.420000076,6.535999775,1.036999941,4.401000023,-0.446999997
22.3,0.7,278,852.8,0,0,187.6640015,187.3549957,191.0859985,191.9080048,191.4600067,163.2059937,-8.611000061,-25.2159996,-16.84300041,-17.45299911,-8.024000168,-1.565999985,187.9660034,184.0619965,182.7180023,167.404007,132.6600037,50.52999878,19.72200012,8.199999809,6.40500021,0.944999993,4.296999931,-0.513999999
23,0.6,320,847.2,0,0,187.6970062,187.3919983,191.154007,191.9369965,191.5019989,163.1840057,-8.67800045,-25.21100044,-16.85700035,-17.50099945,-8.076000214,-1.597000003,187.8609924,183.9859924,182.6730042,167.3339996,132.5070038,50.40800095,19.74900055,8.097999573,6.313000202,0.842999995,4.261000156,-0.541999996
22.7,0.8,171,850.4,0,0,187.5059967,187.2299957,190.9940033,191.7799988,191.4259949,163.1139984,-8.772000313,-25.32500076,-16.91699982,-17.45199966,-8.100000381,-1.582999945,188.0509949,184.2079926,182.8439941,167.4759979,132.7429962,50.57899857,19.93199921,8.279999733,6.493000031,0.998000026,4.387000084,-0.448000014
23.3,1.3,67,842.4,5,0,188.0690002,187.7510071,191.4459991,192.1840057,191.7720032,163.4290009,-8.510000229,-25.11700058,-16.6970005,-17.37999916,-7.933000088,-1.501000047,187.8789978,184.029007,182.6970062,167.3549957,132.5070038,50.34600067,19.69599915,8.18500042,6.336999893,0.898000002,4.313000202,-0.528999984
23.1,0.9,74,849.2,2,0,187.8339996,187.5240021,191.2489929,191.9720001,191.5590057,163.2059937,-8.788999557,-25.31599998,-16.81900024,-17.43700027,-8.001999855,-1.590999961,188.0079956,184.1549988,182.8240051,167.4380035,132.6730042,50.56700134,19.90099907,8.220999718,6.395999908,0.922999978,4.323999882,-0.462000012
23.3,1.1,46,847.4,1,0,187.8970032,187.6380005,191.3170013,192.0980072,191.7120056,163.3419952,-8.62100029,-25.15399933,-16.72299957,-17.31900024,-7.93200016,-1.552999973,187.8079987,183.798996,182.5200043,167.2129974,132.3860016,50.27299881,19.67399979,8.13599968,6.302000046,0.873000026,4.360000134,-0.458999991
23.2,0.8,47,847.3,0,0,187.9889984,187.7140045,191.470993,192.1790009,191.621994,163.3309937,-8.673000336,-25.2329998,-16.73699951,-17.39599991,-7.946000099,-1.442999959,187.6519928,183.7949982,182.5319977,167.2369995,132.4080048,50.2859993,19.67499924,8.166999817,6.394000053,0.922999978,4.382999897,-0.485000014
23.2,0.7,298,847.6,0,0,188.0019989,187.7619934,191.4299927,192.125,191.673996,163.3899994,-8.550000191,-25.09900093,-16.72599983,-17.24699974,-7.923999786,-1.531000018,187.947998,184.0500031,182.7259979,167.3329926,132.5859985,50.49700165,19.81500053,8.220999718,6.506999969,1.06400001,4.407999992,-0.444000006
22.8,0.9,83,844.9,17,0,187.8280029,187.5310059,191.3110046,192.072998,191.6100006,163.2749939,-8.642000198,-25.19000053,-16.75699997,-17.3920002,-7.973999977,-1.559000015,188.0279999,184.1340027,182.7380066,167.4140015,132.6439972,50.51900101,19.78199959,8.130000114,6.324999809,0.864000022,4.359000206,-0.493000001
22.2,0.8,13,849.3,0,0,187.7749939,187.4810028,191.2640076,192.0310059,191.6320038,163.3320007,-8.699999809,-25.19599915,-16.78300095,-17.39900017,-8.015999794,-1.597000003,187.8970032,184.0050049,182.6920013,167.3339996,132.5590057,50.52500153,19.75099945,8.126999855,6.356999874,0.920000017,4.333000183,-0.490999997
22.4,0.5,39,841.8,0,0,187.7969971,187.4680023,191.1230011,191.8439941,191.4190063,163.1119995,-8.734999657,-25.27000046,-16.76199913,-17.37299919,-7.994999886,-1.532999992,188.0939941,184.2180023,182.8560028,167.4539948,132.651001,50.5019989,19.75600052,8.222000122,6.448999882,1.031999946,4.400000095,-0.419999987
22.4,0.5,127,851.9,0,0,187.8560028,187.5,191.1840057,191.9219971,191.5140076,163.2480011,-8.663000107,-25.23399925,-16.76199913,-17.33300018,-7.927000046,-1.524999976,187.6459961,183.7570038,182.4349976,167.1170044,132.3119965,50.23300171,19.5909996,8.086000443,6.293000221,0.838999987,4.268000126,-0.512000024
21.9,1,75,848.3,0,0,188.0670013,187.7129974,191.4519958,192.2050018,191.8350067,163.552002,-8.486000061,-25.0170002,-16.71299934,-17.28899956,-7.921000004,-1.56400001,188.1470032,184.2610016,182.8600006,167.4609985,132.6779938,50.65299988,19.91399956,8.321000099,6.491000175,1.014999986,4.416999817,-0.433999985
22,1.3,40,843.1,0,0,187.8939972,187.5859985,191.3099976,192.0429993,191.6820068,163.3580017,-8.675000191,-25.18300056,-16.71500015,-17.26600075,-7.947000027,-1.549999952,188.1860046,184.1900024,182.8370056,167.427002,132.6660004,50.55199814,19.84499931,8.265000343,6.402999878,0.907999992,4.366000175,-0.469000012
21.9,1.4,46,843.7,0,0,188.2359924,187.8950043,191.572998,192.2230072,191.7969971,163.5279999,-8.539999962,-25.05599976,-16.79100037,-17.36100006,-7.940000057,-1.592000008,187.8630066,183.951004,182.6289978,167.2740021,132.4889984,50.43099976,19.74500084,8.218999863,6.426000118,0.977999985,4.375999928,-0.416000009
21.8,1.8,37,844.8,0,0,187.7420044,187.4160004,191.1750031,191.9049988,191.5279999,163.2550049,-8.755999565,-25.19099998,-16.73600006,-17.27899933,-7.919000149,-1.519999981,188.0980072,184.1660004,182.8840027,167.5010071,132.7140045,50.62599945,19.93099976,8.352999687,6.513999939,1.024999976,4.368000031,-0.486000001
22.5,1,36,844.5,0,0,187.8580017,187.529007,191.302002,192.0180054,191.6999969,163.3849945,-8.633000374,-25.18899918,-16.75699997,-17.36800003,-7.975999832,-1.559999943,187.8919983,183.8690033,182.5789948,167.2189941,132.3939972,50.30899811,19.70299911,8.159999847,6.343999863,0.887000024,4.252999783,-0.488000005
21.8,1.3,58,846.9,0,0,187.8399963,187.5529938,191.2940063,192.0299988,191.6549988,163.3849945,-8.616000175,-25.1609993,-16.76099968,-17.38299942,-7.998000145,-1.547999978,188.0789948,184.1569977,182.8529968,167.4660034,132.6779938,50.54499817,19.87899971,8.338000298,6.521999836,1.042000055,4.359000206,-0.505999982
22,1.1,52,849.1,0,0,187.720993,187.4250031,191.2200012,192.0110016,191.5209961,163.2969971,-8.710000038,-25.18600082,-16.7329998,-17.35199928,-7.989999771,-1.534999967,187.8639984,183.9519958,182.647995,167.2859955,132.5070038,50.42900085,19.67499924,8.135000229,6.385000229,0.921000004,4.302000046,-0.44600001
21.7,0.8,68,846.7,0,0,187.9250031,187.6519928,191.4329987,192.1040039,191.7949982,163.4880066,-8.508000374,-25.08600044,-16.71100044,-17.34300041,-7.955999851,-1.529999971,187.9499969,183.9909973,182.6699982,167.378006,132.5769958,50.47499847,19.84300041,8.312000275,6.480999947,1.062000036,4.453999996,-0.43599999
21.8,1.1,62,842.8,0,0,187.9199982,187.6410065,191.3639984,192.128006,191.7640076,163.4810028,-8.557999611,-25.12100029,-16.83300018,-17.31200027,-7.931000233,-1.534000039,188.2579956,184.3240051,182.9929962,167.6430054,132.8320007,50.64699936,19.90800095,8.333999634,6.52699995,1.067000031,4.394000053,-0.42899999
21.7,0.5,93,849.1,0,0,187.9490051,187.6690063,191.3650055,192.0939941,191.6790009,163.4100037,-8.720999718,-25.23600006,-16.84199905,-17.42700005,-8.045999527,-1.567999959,188.2070007,184.2720032,182.8899994,167.4880066,132.6430054,50.49000168,19.76399994,8.232000351,6.420000076,0.95599997,4.379000187,-0.458000004
22.5,0.3,84,847.4,0,0,187.8829956,187.5279999,191.3119965,192.0390015,191.654007,163.3619995,-8.737999916,-25.32999992,-16.90800095,-17.52099991,-8.057999611,-1.574000001,188.0769958,184.1699982,182.8009949,167.477005,132.6730042,50.45899963,19.78899956,8.187999725,6.34800005,0.89200002,4.328999996,-0.437999994
24.7,0.3,63,844.2,12,0,187.7969971,187.503006,191.3329926,192.0509949,191.647995,163.3739929,-8.748000145,-25.22400093,-16.82799911,-17.39999962,-7.979000092,-1.552000046,188.0780029,184.0870056,182.7030029,167.3560028,132.5850067,50.52000046,19.79000092,8.199000359,6.389999866,0.954999983,4.34100008,-0.426999986
26.9,0.3,53,842.5,59,0,187.9100037,187.6040039,191.3289948,192.0899963,191.7019958,163.4140015,-8.635000229,-25.18700027,-16.72200012,-17.33200073,-7.93200016,-1.521000028,188.2599945,184.3329926,183.0359955,167.7460022,132.9109955,50.70700073,20.06599998,8.347999573,6.532999992,1.052000046,4.447000027,-0.372999996
28.2,0.4,225,844.4,53,0,187.9400024,187.5720062,191.3609924,192.1580048,191.7740021,163.5050049,-8.63599968,-25.15500069,-16.81299973,-17.37199974,-7.960999966,-1.536000013,188.3090057,184.4089966,183.0249939,167.654007,132.8500061,50.63700104,19.98900032,8.32199955,6.522999763,1.024000049,4.387000084,-0.389999986
29.6,0.7,227,839.4,52,0,187.7700043,187.4700012,191.2250061,191.9750061,191.5970001,163.2369995,-8.852000237,-25.39900017,-16.89800072,-17.48900032,-8.074000359,-1.554999948,188.0800018,184.1809998,182.8090057,167.5220032,132.7050018,50.54600143,19.9279995,8.319999695,6.43900013,0.978999972,4.366000175,-0.432000011
29.3,1.1,251,845.2,39,0,187.6860046,187.3899994,191.1620026,191.9429932,191.5209961,163.2350006,-8.840999603,-25.35700035,-16.80500031,-17.38999939,-8.027000427,-1.577000022,188.2380066,184.3249969,182.9810028,167.6560059,132.7850037,50.62799835,19.93799973,8.427000046,6.583000183,1.13499999,4.472000122,-0.414000005
30.4,1.2,242,849.2,53,0,187.6340027,187.4080048,191.1759949,191.947998,191.5449982,163.3410034,-8.81000042,-25.29800034,-16.92700005,-17.48500061,-8.022999763,-1.569000006,188.1170044,184.2539978,182.8070068,167.470993,132.6499939,50.48300171,19.81900024,8.246999741,6.454999924,1.016000032,4.381000042,-0.467999995
28.9,1.2,266,845.5,37,0,187.9579926,187.647995,191.3549957,192.1170044,191.7400055,163.4600067,-8.75,-25.21500015,-16.81500053,-17.41500092,-7.945000172,-1.519999981,188.1719971,184.2850037,182.9349976,167.5899963,132.7980042,50.5359993,19.91799927,8.267000198,6.464000225,0.998000026,4.387000084,-0.419
27.3,0.6,323,850.2,8,0,187.9100037,187.6589966,191.401001,192.1730042,191.7910004,163.5050049,-8.668999672,-25.21800041,-16.81399918,-17.38100052,-7.953999996,-1.527999997,188.1679993,184.3040009,183.0019989,167.6519928,132.8159943,50.61199951,19.94499969,8.315999985,6.566999912,1.095999956,4.5,-0.405000001
28.2,0.8,244,842.6,0,0,187.6990051,187.401001,191.1569977,191.9100037,191.6060028,163.3540039,-8.772000313,-25.25799942,-16.78499985,-17.37000084,-7.929999828,-1.519999981,188.4279938,184.5119934,183.1459961,167.7449951,132.8800049,50.70899963,19.99300003,8.352000237,6.534999847,1.065000057,4.467999935,-0.405000001
